Crisis,Crisis ID,Country,Indicator,Figure,Source and Date,Reliability,Reliability Score,Link,Justification,Helper,Date of entry,Type of entry
Displacement from Ukraine conflict in Slovakia,SVK002,Slovakia,"Violence against personnel, facilities and assets",0,ACAPS Access Methodology,Medium,2,x,x,"SVK002Violence against personnel, facilities and assets",2022-03-07,Humanitarian development
Papua Conflict,IDN002,Indonesia,People displaced,100000,UN 01/03/2022,Low,3,https://news.un.org/en/story/2022/03/1113062," Access in west Papua is restricted by authorities, and IDP number is compiled by human right observers in the region. INGOs/UN have no access. This number is the latest available information on internally displaced persons (IDPs) because of conflict in west Papua. Previosly the latest information from local observers was 60,000 IDPs by Dec 2021. According to the latest UN source: 'since the escalation of violence in December 2018, the overall number of displaced has grown by 60,000 to 100,000 people. The majority of IDPs have not returned to their homes due to the heavy security force presence and ongoing armed clashes in the conflict areas.” Information on IDP figures in west Papua is not always available on a regular basis, and the UN is considered a reliable source, so although the range is between 60,000 - 100,000, the analyst's interpretation is that the number is likely closer to 100,000 IDPs as this information is newer than the 60,000 IDP figure from Dec 2021 & it is more likely that there is increased displacement by March 2022.",IDN002People displaced,2022-03-08,Humanitarian development
Displacement from Ukraine conflict in Romania,ROU002,Romania,Total population,19286123,World Bank 2020,High,1,https://data.worldbank.org/indicator/SP.POP.TOTL?locations=SK&page=2,Population of Romania as idetntified in World Bank 2020,ROU002Total population,2022-03-10,Humanitarian development
Displacement from Ukraine conflict in Romania,ROU002,Romania,Landmass affected,15700,"Save the children 28/02/2022, CARE 04/03/2022, UNICEF 04/03/2022, MVU accessed 09/03/2022, Wikipedia accessed 09/03/2022, CIRCABC accessed 09/03/2022,",Medium,2,https://reliefweb.int/report/romania/unicef-romania-humanitarian-situation-report-ukraine-refugee-situation-2-3-march-2022 ; https://reliefweb.int/report/romania/ukraine-romanian-border-care-international-prepares-provide-assistance-alongside ; https://reliefweb.int/report/romania/ukraine-children-and-mothers-distressed-after-unsettling-journey-romania ; https://mvu.ro/union-of-bucovina-with-romania-2/ ; https://en.wikipedia.org/wiki/Western_Moldavia ; https://circabc.europa.eu/webdav/CircaBC/ESTAT/regportraits/Information/ro064_geo.htm ,"Displaced people crossed to border areas, mainly to the North area of Romania: Moldavia, Maramures and Bucovina.  Estimations might be less than the actual area. Surface area =  46,173+6,304+10,441= 62,918 sqkm.",ROU002Landmass affected,2022-03-10,Humanitarian development
Displacement from Ukraine conflict in Romania,ROU002,Romania,People exposed,5134693,"UNHCR accessed 09/03/2022, Britannica accessed 09/03/2022, Worlddata accessed 09/03/2022, Wikipedia accessed 09/03/2022, Save the children 28/02/2022, CARE 04/03/2022, UNICEF 04/03/2022, MVU accessed 09/03/2022, Wikipedia accessed 09/03/2022, CIRCABC accessed 09/03/2022",Medium,2,https://data2.unhcr.org/en/situations/ukraine ; https://www.britannica.com/place/Maramures ; https://www.worlddata.info/europe/romania/climate-bucovina.php ; https://en.wikipedia.org/wiki/Western_Moldavia ; https://reliefweb.int/report/romania/unicef-romania-humanitarian-situation-report-ukraine-refugee-situation-2-3-march-2022 ; https://reliefweb.int/report/romania/ukraine-romanian-border-care-international-prepares-provide-assistance-alongside ; https://reliefweb.int/report/romania/ukraine-children-and-mothers-distressed-after-unsettling-journey-romania ; https://mvu.ro/union-of-bucovina-with-romania-2/ ; https://en.wikipedia.org/wiki/Western_Moldavia ; https://circabc.europa.eu/webdav/CircaBC/ESTAT/regportraits/Information/ro064_geo.htm,"Population of the three border regions (Moldavia, Maramures and Bucovina.) + Displaced people from Ukraine as at 08/03/2022. 4,178,694 + 463,117 + 407,438= 5,049,249 + 85,444 = 5,134,693",ROU002People exposed,2022-03-10,Humanitarian development
Displacement from Ukraine conflict in Romania,ROU002,Romania,People affected,85444,UNHCR 08/03/2022,Medium,2,https://data2.unhcr.org/en/situations/ukraine,"Affected people are estimate to be the number of displaced people from Ukraine = 85,444 as at 08/03/2022. Very hard to estimate the number of affected people because of the ongoing fighting, the quick developments and no reports on the situation of displaced people in Romania.",ROU002People affected,2022-03-10,Humanitarian development
Displacement from Ukraine conflict in Romania,ROU002,Romania,People displaced,85444,UNHCR 08/03/2022,Medium,2,https://data2.unhcr.org/en/situations/ukraine,"The number of displaced people from Ukraine = 85,444 as at 08/03/2022.",ROU002People displaced,2022-03-10,Humanitarian development
Displacement from Ukraine conflict in Romania,ROU002,Romania,Fatalities reported,0,ACLED 25/02/2022,Medium,2,https://acleddata.com/data-export-tool/,All crisis fatalities in Last 6 months (26/08/2021 to 25/02/2022).  Military casualties were not counted.,ROU002Fatalities reported,2022-03-10,Humanitarian development
Displacement from Ukraine conflict in Romania,ROU002,Romania,People in Need,0,"UNHCR accessed 09/03/2022, Britannica accessed 09/03/2022, Worlddata accessed 09/03/2022, Wikipedia accessed 09/03/2022, Save the children 28/02/2022, CARE 04/03/2022, UNICEF 04/03/2022, MVU accessed 09/03/2022, Wikipedia accessed 09/03/2022, CIRCABC accessed 09/03/2022",Medium,2,https://data2.unhcr.org/en/situations/ukraine ; https://www.britannica.com/place/Maramures ; https://www.worlddata.info/europe/romania/climate-bucovina.php ; https://en.wikipedia.org/wiki/Western_Moldavia ; https://reliefweb.int/report/romania/unicef-romania-humanitarian-situation-report-ukraine-refugee-situation-2-3-march-2022 ; https://reliefweb.int/report/romania/ukraine-romanian-border-care-international-prepares-provide-assistance-alongside ; https://reliefweb.int/report/romania/ukraine-children-and-mothers-distressed-after-unsettling-journey-romania ; https://mvu.ro/union-of-bucovina-with-romania-2/ ; https://en.wikipedia.org/wiki/Western_Moldavia ; https://circabc.europa.eu/webdav/CircaBC/ESTAT/regportraits/Information/ro064_geo.htm,"""1. People in need is not available (There is enough response for now and no information that there is PiN.
2. Exposed people is the population of Moldavia, Maramures and Bucovina + The number of displaced from Ukraine as at 08/03/2022.
3. Affected people is the displaced people from Ukraine.
Level 5: =0.
Level 4 =0.
Level 3 =0.
Level 2 = Affected - PiN = 85444 - 0 = 85444
Level 1 - Exposed - affected = 5134693 - 85444 = 5,049,249
""",ROU002People in Need,2022-03-10,Humanitarian development
Displacement from Ukraine conflict in Romania,ROU002,Romania,Minimal humanitarian conditions - Level 1,5049249,"UNHCR accessed 09/03/2022, Britannica accessed 09/03/2022, Worlddata accessed 09/03/2022, Wikipedia accessed 09/03/2022, Save the children 28/02/2022, CARE 04/03/2022, UNICEF 04/03/2022, MVU accessed 09/03/2022, Wikipedia accessed 09/03/2022, CIRCABC accessed 09/03/2022",Medium,2,https://data2.unhcr.org/en/situations/ukraine ; https://www.britannica.com/place/Maramures ; https://www.worlddata.info/europe/romania/climate-bucovina.php ; https://en.wikipedia.org/wiki/Western_Moldavia ; https://reliefweb.int/report/romania/unicef-romania-humanitarian-situation-report-ukraine-refugee-situation-2-3-march-2022 ; https://reliefweb.int/report/romania/ukraine-romanian-border-care-international-prepares-provide-assistance-alongside ; https://reliefweb.int/report/romania/ukraine-children-and-mothers-distressed-after-unsettling-journey-romania ; https://mvu.ro/union-of-bucovina-with-romania-2/ ; https://en.wikipedia.org/wiki/Western_Moldavia ; https://circabc.europa.eu/webdav/CircaBC/ESTAT/regportraits/Information/ro064_geo.htm,"""1. People in need is not available (There is enough response for now and no information that there is PiN.
2. Exposed people is the population of Moldavia, Maramures and Bucovina + The number of displaced from Ukraine as at 08/03/2022.
3. Affected people is the displaced people from Ukraine.
Level 5: =0.
Level 4 =0.
Level 3 =0.
Level 2 = Affected - PiN = 85444 - 0 = 85444
Level 1 - Exposed - affected = 5134693 - 85444 = 5,049,249
""",ROU002Minimal humanitarian conditions - Level 1,2022-03-10,Humanitarian development
Displacement from Ukraine conflict in Romania,ROU002,Romania,Stressed humanitarian conditions - Level 2,85444,"UNHCR accessed 09/03/2022, Britannica accessed 09/03/2022, Worlddata accessed 09/03/2022, Wikipedia accessed 09/03/2022, Save the children 28/02/2022, CARE 04/03/2022, UNICEF 04/03/2022, MVU accessed 09/03/2022, Wikipedia accessed 09/03/2022, CIRCABC accessed 09/03/2022",Medium,2,https://data2.unhcr.org/en/situations/ukraine ; https://www.britannica.com/place/Maramures ; https://www.worlddata.info/europe/romania/climate-bucovina.php ; https://en.wikipedia.org/wiki/Western_Moldavia ; https://reliefweb.int/report/romania/unicef-romania-humanitarian-situation-report-ukraine-refugee-situation-2-3-march-2022 ; https://reliefweb.int/report/romania/ukraine-romanian-border-care-international-prepares-provide-assistance-alongside ; https://reliefweb.int/report/romania/ukraine-children-and-mothers-distressed-after-unsettling-journey-romania ; https://mvu.ro/union-of-bucovina-with-romania-2/ ; https://en.wikipedia.org/wiki/Western_Moldavia ; https://circabc.europa.eu/webdav/CircaBC/ESTAT/regportraits/Information/ro064_geo.htm,"""1. People in need is not available (There is enough response for now and no information that there is PiN.
2. Exposed people is the population of Moldavia, Maramures and Bucovina + The number of displaced from Ukraine as at 08/03/2022.
3. Affected people is the displaced people from Ukraine.
Level 5: =0.
Level 4 =0.
Level 3 =0.
Level 2 = Affected - PiN = 85444 - 0 = 85444
Level 1 - Exposed - affected = 5134693 - 85444 = 5,049,249
""",ROU002Stressed humanitarian conditions - Level 2,2022-03-10,Humanitarian development
Displacement from Ukraine conflict in Romania,ROU002,Romania,Moderate humanitarian conditions - Level 3,0,"UNHCR accessed 09/03/2022, Britannica accessed 09/03/2022, Worlddata accessed 09/03/2022, Wikipedia accessed 09/03/2022, Save the children 28/02/2022, CARE 04/03/2022, UNICEF 04/03/2022, MVU accessed 09/03/2022, Wikipedia accessed 09/03/2022, CIRCABC accessed 09/03/2022",Medium,2,https://data2.unhcr.org/en/situations/ukraine ; https://www.britannica.com/place/Maramures ; https://www.worlddata.info/europe/romania/climate-bucovina.php ; https://en.wikipedia.org/wiki/Western_Moldavia ; https://reliefweb.int/report/romania/unicef-romania-humanitarian-situation-report-ukraine-refugee-situation-2-3-march-2022 ; https://reliefweb.int/report/romania/ukraine-romanian-border-care-international-prepares-provide-assistance-alongside ; https://reliefweb.int/report/romania/ukraine-children-and-mothers-distressed-after-unsettling-journey-romania ; https://mvu.ro/union-of-bucovina-with-romania-2/ ; https://en.wikipedia.org/wiki/Western_Moldavia ; https://circabc.europa.eu/webdav/CircaBC/ESTAT/regportraits/Information/ro064_geo.htm,"""1. People in need is not available (There is enough response for now and no information that there is PiN.
2. Exposed people is the population of Moldavia, Maramures and Bucovina + The number of displaced from Ukraine as at 08/03/2022.
3. Affected people is the displaced people from Ukraine.
Level 5: =0.
Level 4 =0.
Level 3 =0.
Level 2 = Affected - PiN = 85444 - 0 = 85444
Level 1 - Exposed - affected = 5134693 - 85444 = 5,049,249
""",ROU002Moderate humanitarian conditions - Level 3,2022-03-10,Humanitarian development
Displacement from Ukraine conflict in Romania,ROU002,Romania,Severe humanitarian conditions - Level 4,0,"UNHCR accessed 09/03/2022, Britannica accessed 09/03/2022, Worlddata accessed 09/03/2022, Wikipedia accessed 09/03/2022, Save the children 28/02/2022, CARE 04/03/2022, UNICEF 04/03/2022, MVU accessed 09/03/2022, Wikipedia accessed 09/03/2022, CIRCABC accessed 09/03/2022",Medium,2,https://data2.unhcr.org/en/situations/ukraine ; https://www.britannica.com/place/Maramures ; https://www.worlddata.info/europe/romania/climate-bucovina.php ; https://en.wikipedia.org/wiki/Western_Moldavia ; https://reliefweb.int/report/romania/unicef-romania-humanitarian-situation-report-ukraine-refugee-situation-2-3-march-2022 ; https://reliefweb.int/report/romania/ukraine-romanian-border-care-international-prepares-provide-assistance-alongside ; https://reliefweb.int/report/romania/ukraine-children-and-mothers-distressed-after-unsettling-journey-romania ; https://mvu.ro/union-of-bucovina-with-romania-2/ ; https://en.wikipedia.org/wiki/Western_Moldavia ; https://circabc.europa.eu/webdav/CircaBC/ESTAT/regportraits/Information/ro064_geo.htm,"""1. People in need is not available (There is enough response for now and no information that there is PiN.
2. Exposed people is the population of Moldavia, Maramures and Bucovina + The number of displaced from Ukraine as at 08/03/2022.
3. Affected people is the displaced people from Ukraine.
Level 5: =0.
Level 4 =0.
Level 3 =0.
Level 2 = Affected - PiN = 85444 - 0 = 85444
Level 1 - Exposed - affected = 5134693 - 85444 = 5,049,249
""",ROU002Severe humanitarian conditions - Level 4,2022-03-10,Humanitarian development
